data/name,model/_target_,model/bw_factor,model/snr,test/is,test/is_std,test/loss,test/lpips,test/lpips_std,test/msssim,test/msssim_std,test/psnr,test/psnr_std,test/ssim,test/ssim_std,val/is,val/is_std,val/loss,val/lpips,val/lpips_std,val/msssim,val/msssim_std,val/psnr,val/psnr_std,val/ssim,val/ssim_std
KittiStereo,DeepJSCCWZBaseline2,32,-5.0,1.7084819078445435,0.2292296439409256,0.004942290019243956,0.24192383885383606,0.04899805411696434,0.9356231093406677,0.028663640841841698,23.98846435546875,2.206912040710449,0.7958518266677856,0.05782775953412056,1.7054115533828735,0.24555088579654694,0.004979915451258421,0.242669016122818,0.049336209893226624,0.9351640343666077,0.029020920395851135,23.94828224182129,2.198117733001709,0.7948649525642395,0.058872926980257034
KittiStereo,DeepJSCCWZBaseline2,32,-4.0,1.7143696546554565,0.2348281741142273,0.004765280056744814,0.23788192868232727,0.04839509725570679,0.9386502504348755,0.027067337185144424,24.166065216064453,2.2226691246032715,0.8014606237411499,0.05631047487258911,1.7088394165039062,0.2210935801267624,0.004777001682668924,0.23831729590892792,0.048769112676382065,0.9383476972579956,0.027323029935359955,24.118309020996094,2.161912202835083,0.8005355596542358,0.05693851038813591
KittiStereo,DeepJSCCWZBaseline2,32,-3.0,1.7176411151885986,0.23751650750637054,0.004567243624478579,0.23424136638641357,0.047808967530727386,0.9415927529335022,0.025712870061397552,24.344528198242188,2.2012810707092285,0.8067823052406311,0.05461633950471878,1.71054208278656,0.22981777787208557,0.004612772259861231,0.23478901386260986,0.0480077899992466,0.9411889314651489,0.0261484757065773,24.287109375,2.1789801120758057,0.8057267069816589,0.05568902567028999
KittiStereo,DeepJSCCWZBaseline2,32,-2.0,1.7343932390213013,0.2723842263221741,0.0044328924268484116,0.2307792603969574,0.046954307705163956,0.943938672542572,0.024620654061436653,24.479652404785156,2.1921215057373047,0.8113950490951538,0.053256355226039886,1.7250059843063354,0.2558101713657379,0.0044623143039643764,0.23116180300712585,0.0475943461060524,0.94359290599823,0.024828072637319565,24.429292678833008,2.168745994567871,0.8104321360588074,0.05421307682991028
KittiStereo,DeepJSCCWZBaseline2,32,-1.0,1.7184081077575684,0.24593575298786163,0.004288803320378065,0.22820772230625153,0.046505458652973175,0.9462236762046814,0.023332150653004646,24.619199752807617,2.1849966049194336,0.8155493140220642,0.051815055310726166,1.7133564949035645,0.2090158462524414,0.004322594963014126,0.22862961888313293,0.04677712544798851,0.9458849430084229,0.0237074326723814,24.57025718688965,2.166302442550659,0.8146169781684875,0.05265860632061958
KittiStereo,DeepJSCCWZBaseline2,32,0.0,1.7378612756729126,0.23414336144924164,0.00417016027495265,0.22681380808353424,0.04609764739871025,0.9481294751167297,0.022453714162111282,24.73456573486328,2.165354013442993,0.818965494632721,0.05073682218790054,1.7293381690979004,0.2345723956823349,0.004208026919513941,0.22748678922653198,0.046561211347579956,0.9478430151939392,0.02267371490597725,24.67744255065918,2.1466805934906006,0.8180351257324219,0.0514368861913681
KittiStereo,DeepJSCCWZBaseline2,32,1.0,1.726828694343567,0.25329798460006714,0.004060302395373583,0.22446338832378387,0.045310910791158676,0.9501378536224365,0.02121960185468197,24.854286193847656,2.1567864418029785,0.8227198123931885,0.0492958165705204,1.7344025373458862,0.24095895886421204,0.004077071789652109,0.2248186320066452,0.045751750469207764,0.9498400688171387,0.021510936319828033,24.805078506469727,2.123901844024658,0.8218825459480286,0.049997374415397644
KittiStereo,DeepJSCCWZBaseline2,32,2.0,1.736561894416809,0.23061209917068481,0.003961757756769657,0.2226758897304535,0.04511149972677231,0.9518085718154907,0.020350895822048187,24.952463150024414,2.144925594329834,0.8260582089424133,0.0482039600610733,1.7175607681274414,0.23714464902877808,0.0039979033172130585,0.22289732098579407,0.04538511484861374,0.9514517188072205,0.02059476636350155,24.894357681274414,2.1221256256103516,0.8250346183776855,0.049004413187503815
KittiStereo,DeepJSCCWZBaseline2,32,3.0,1.723976492881775,0.22857873141765594,0.003879954805597663,0.22127500176429749,0.04468325525522232,0.9531722068786621,0.019641421735286713,25.036914825439453,2.1327314376831055,0.8286883234977722,0.047279030084609985,1.7145287990570068,0.23937393724918365,0.003907916601747274,0.2214147448539734,0.04488294571638107,0.9528862833976746,0.019842013716697693,24.98834800720215,2.1067163944244385,0.8278266787528992,0.04814120754599571
KittiStereo,DeepJSCCWZBaseline2,32,4.0,1.7128468751907349,0.23762455582618713,0.003810211783275008,0.2200118452310562,0.044316843152046204,0.9544224739074707,0.018906231969594955,25.109560012817383,2.112612247467041,0.8311036825180054,0.046453412622213364,1.7411912679672241,0.2642569839954376,0.0038393144495785236,0.22039645910263062,0.044669438153505325,0.9541356563568115,0.01917019858956337,25.068008422851562,2.1062827110290527,0.8302322030067444,0.0473349504172802
KittiStereo,DeepJSCCWZBaseline2,32,5.0,1.7282092571258545,0.24040484428405762,0.0037582512013614178,0.21937532722949982,0.04371009021997452,0.9554442763328552,0.018317731097340584,25.17170524597168,2.1066222190856934,0.8330531120300293,0.04571154713630676,1.7283637523651123,0.22339999675750732,0.0037843426689505577,0.2195994257926941,0.044058121740818024,0.9551469683647156,0.01855401322245598,25.121912002563477,2.083808183670044,0.8321539163589478,0.04647260904312134
